序号,卫星NORAD,卫星intlid,卫星名称,发射时间,开始时间,结束时间,持续时长,阶段标定,轨道高度
,47604,21009BJ,,,20210224,20210515,80,C,388.116551
,47605,21009BK,,,20210224,20210513,78,C,386.564763
,47605,21009BK,,,20220529,20220613,15,G,311.219871
,47606,21009BL,,,20210224,20210514,79,C,381.578663
,47607,21009BM,,,20210224,20210513,78,C,384.656442
,47620,21012A,,,20210305,20210314,9,C,383.919446
,47621,21012B,,,20210305,20210314,9,C,384.078703
,47622,21012C,,,20210305,20210314,9,C,383.653794
,47623,21012D,,,20210308,20210720,134,C,352.476596
,47624,21012E,,,20210308,20210329,21,C,352.850552
,47625,21012F,,,20210305,20210314,9,C,384.918913
,47626,21012G,,,20210305,20210314,9,C,382.339133
,47627,21012H,,,20210307,20210919,196,C,352.856062
,47628,21012J,,,20210305,20210313,8,C,383.145993
,47629,21012K,,,20210307,20211110,248,C,352.556273
,47630,21012L,,,20210308,20210416,39,C,354.918930
,47632,21012N,,,20210307,20210920,197,C,354.020227
,47633,21012P,,,20210304,20210315,11,C,386.865449
,47634,21012Q,,,20210304,20210313,9,C,382.084200
,47635,21012R,,,20210307,20210917,194,C,352.385197
,47636,21012S,,,20210308,20210329,21,C,352.984261
,47637,21012T,,,20210308,20210330,22,C,353.865335
,47638,21012U,,,20210308,20210918,194,C,353.380169
,47639,21012V,,,20210308,20210416,39,C,354.659106
,47640,21012W,,,20210305,20210313,8,C,381.738324
,47641,21012X,,,20210308,20210920,196,C,353.958024
,47642,21012Y,,,20210304,20210324,20,C,381.871853
,47643,21012Z,,,20210308,20210416,39,C,354.839765
,47644,21012AA,,,20210305,20210314,9,C,381.939184
,47645,21012AB,,,20210308,20210506,59,C,351.976452
,47646,21012AC,,,20210308,20210719,133,C,352.552589
,47647,21012AD,,,20210305,20210314,9,C,382.980022
,47648,21012AE,,,20210308,20210417,40,C,353.540879
,47649,21012AF,,,20210308,20210417,40,C,354.101074
,47650,21012AG,,,20210308,20210416,39,C,355.213639
,47651,21012AH,,,20210305,20210314,9,C,383.911520
,47652,21012AJ,,,20210305,20210313,8,C,385.004013
,47653,21012AK,,,20210308,20210328,20,C,353.403378
,47654,21012AL,,,20210305,20210313,8,C,385.010544
,47655,21012AM,,,20210305,20210313,8,C,383.462796
,47656,21012AN,,,20210308,20210416,39,C,356.014057
,47657,21012AP,,,20210305,20210314,9,C,381.701295
,47658,21012AQ,,,20210305,20210315,10,C,387.492844
,47659,21012AR,,,20210308,20211111,248,C,358.333722
,47660,21012AS,,,20210308,20211121,258,C,352.987945
,47661,21012AT,,,20210308,20210329,21,C,353.106188
,47662,21012AU,,,20210308,20210417,40,C,354.501821
,47663,21012AV,,,20210307,20211001,208,C,357.099597
,47664,21012AW,,,20210308,20210416,39,C,354.590573
,47665,21012AX,,,20210308,20210408,31,C,353.427423
,47666,21012AY,,,20210308,20210427,50,C,352.680661
,47667,21012AZ,,,20210305,20210313,8,C,382.402445
,47668,21012BA,,,20210308,20210415,38,C,352.493367
,47669,21012BB,,,20210307,20210917,194,C,353.079716
,47670,21012BC,,,20210308,20210328,20,C,353.459877
,47671,21012BD,,,20210308,20210416,39,C,354.777215
,47672,21012BE,,,20210308,20210506,59,C,352.015570
,47673,21012BF,,,20210308,20210416,39,C,354.436961
,47674,21012BG,,,20210308,20210415,38,C,352.504556
,47675,21012BH,,,20210308,20210328,20,C,353.362036
,47676,21012BJ,,,20210308,20211129,266,C,351.950267
,47677,21012BK,,,20210305,20210313,8,C,382.026638
,47678,21012BL,,,20210308,20210930,206,C,353.434034
,47678,21012BL,,,20211017,20211023,6,G,298.465161
,47679,21012BM,,,20210304,20210315,11,C,386.407583
,47722,21017A,,,20210318,20210525,68,C,354.249949
,47723,21017B,,,20210318,20211008,204,C,357.236414
,47724,21017C,,,20210318,20211007,203,C,355.657331
,47725,21017D,,,20210318,20210514,57,C,354.234249
,47726,21017E,,,20210318,20210514,57,C,353.545504
,47727,21017F,,,20210318,20210925,191,C,357.904091
,47727,21017F,,,20210930,20211108,39,C,393.813143
,47728,21017G,,,20210318,20210515,58,C,356.460459
,47729,21017H,,,20210318,20210904,170,C,352.226850
,47730,21017J,,,20210318,20210413,26,C,353.677363
,47731,21017K,,,20210318,20210423,36,C,353.087977
,47732,21017L,,,20210318,20211018,214,C,353.088295
,47733,21017M,,,20210318,20210403,16,C,355.781812
,47734,21017N,,,20210318,20210423,36,C,354.322772
,47735,21017P,,,20210319,20210925,190,C,352.447293
,47736,21017Q,,,20210318,20210515,58,C,358.153524
,47737,21017R,,,20210318,20210928,194,C,355.389776
,47737,21017R,,,20220311,20220905,178,G,477.931274
,47737,21017R,,,20220910,20221026,46,G,472.571943
,47737,21017R,,,20221101,20221113,12,G,466.857822
,47737,21017R,,,20221115,20230102,48,G,465.464904
,47737,21017R,,,20230105,20230110,5,G,461.504997
,47738,21017S,,,20210318,20210428,41,C,354.119442
,47739,21017T,,,20210318,20210323,5,C,353.444625
,47740,21017U,,,20210318,20210423,36,C,356.179554
,47741,21017V,,,20210318,20210424,37,C,354.948925
,47742,21017W,,,20210319,20210514,56,C,352.307649
,47743,21017X,,,20210318,20210514,57,C,353.188731
,47744,21017Y,,,20210318,20210514,57,C,352.201912
,47745,21017Z,,,20210318,20210423,36,C,355.044050
,47746,21017AA,,,20210318,20210423,36,C,353.535480
,47747,21017AB,,,20210318,20210514,57,C,354.137145
,47748,21017AC,,,20210318,20210514,57,C,352.568856
,47749,21017AD,,,20210318,20210513,56,C,352.313869
,47750,21017AE,,,20210318,20210515,58,C,358.443500
,47751,21017AF,,,20210318,20210402,15,C,353.802517
,47751,21017AF,,,20210408,20210620,73,C,383.428845
,47752,21017AG,,,20210318,20210503,46,C,357.109177
,47753,21017AH,,,20210318,20210423,36,C,357.016306
,47754,21017AJ,,,20210318,20210424,37,C,359.082028
,47755,21017AK,,,20210318,20210503,46,C,355.353501
,47755,21017AK,,,20220115,20220202,18,G,441.815531
,47756,21017AL,,,20210318,20210423,36,C,352.485080
,47757,21017AM,,,20210318,20210405,18,C,352.948238
,47758,21017AN,,,20210318,20210405,18,C,353.189621
,47759,21017AP,,,20210318,20210406,19,C,354.580970
,47759,21017AP,,,20210912,20211028,46,G,442.498470
,47760,21017AQ,,,20210318,20210402,15,C,354.546419
,47761,21017AR,,,20210318,20210424,37,C,356.040499
,47762,21017AS,,,20210318,20210323,5,C,355.363004
,47763,21017AT,,,20210318,20210412,25,C,352.476632
,47764,21017AU,,,20210318,20210323,5,C,353.302980
,47765,21017AV,,,20210318,20210416,29,C,353.147011
,47765,21017AV,,,20211207,20220128,52,G,544.257522
,47766,21017AW,,,20210318,20210323,5,C,355.943341
,47767,21017AX,,,20210319,20210424,36,C,354.398927
,47768,21017AY,,,20210318,20210323,5,C,353.381669
,47769,21017AZ,,,20210318,20210402,15,C,353.834617
,47769,21017AZ,,,20210409,20210622,74,C,390.827667
,47770,21017BA,,,20210318,20210503,46,C,352.971543
,47771,21017BB,,,20210318,20210504,47,C,352.209773
,47772,21017BC,,,20210318,20210402,15,C,355.217771
,47773,21017BD,,,20210318,20210402,15,C,355.019017
,47774,21017BE,,,20210318,20210402,15,C,354.502428
,47775,21017BF,,,20210318,20210402,15,C,355.869073
,47776,21017BG,,,20210318,20210423,36,C,352.028938
,47777,21017BH,,,20210318,20210424,37,C,357.873053
,47778,21017BJ,,,20210402,20210420,18,C,354.134900
,47779,21017BK,,,20210318,20210423,36,C,352.518459
,47779,21017BK,,,20220309,20220429,51,G,522.366022
,47779,21017BK,,,20220519,20221027,161,G,531.768032
,47780,21017BL,,,20210319,20210424,36,C,358.570057
,47781,21017BM,,,20210318,20210423,36,C,355.581399
,47787,21018A,,,20210325,20210421,27,C,353.611402
,47788,21018B,,,20210324,20210501,38,C,352.477235
,47788,21018B,,,20210521,20211008,140,C,485.481018
,47789,21018C,,,20210325,20210602,69,C,352.792416
,47790,21018D,,,20210325,20210502,38,C,356.040604
,47790,21018D,,,20210520,20211013,146,C,476.635350
,47791,21018E,,,20210325,20210421,27,C,352.374467
,47792,21018F,,,20210325,20210602,69,C,353.110860
,47793,21018G,,,20210325,20210601,68,C,352.095553
,47794,21018H,,,20210325,20210602,69,C,354.416624
,47795,21018J,,,20210325,20210602,69,C,352.903894
,47796,21018K,,,20210325,20210602,69,C,355.161667
,47797,21018L,,,20210325,20210411,17,C,355.432462
,47798,21018M,,,20210325,20210601,68,C,352.726634
,47799,21018N,,,20210325,20210601,68,C,352.453572
,47800,21018P,,,20210325,20210602,69,C,352.524352
,47801,21018Q,,,20210325,20210522,58,C,352.223440
,47802,21018R,,,20210325,20210411,17,C,356.629202
,47803,21018S,,,20210325,20210602,69,C,352.796261
,47804,21018T,,,20210325,20210601,68,C,352.412166
,47805,21018U,,,20210325,20210602,69,C,355.022119
,47806,21018V,,,20210325,20210502,38,C,354.004479
,47807,21018W,,,20210325,20210602,69,C,352.650075
,47807,21018W,,,20210607,20210629,22,C,385.092641
,47807,21018W,,,20210709,20210712,3,C,455.924237
,47808,21018X,,,20210325,20210502,38,C,356.604792
,47809,21018Y,,,20210325,20210421,27,C,354.289180
,47810,21018Z,,,20210325,20210331,6,C,353.959801
,47811,21018AA,,,20210325,20210602,69,C,352.952868
,47812,21018AB,,,20210325,20210330,5,C,352.577875
,47813,21018AC,,,20210324,20210601,69,C,352.238768
,47814,21018AD,,,20210325,20210421,27,C,352.346325
,47815,21018AE,,,20210325,20210502,38,C,358.848561
,47816,21018AF,,,20210325,20210420,26,C,352.029408
,47817,21018AG,,,20210325,20210420,26,C,352.633513
,47818,21018AH,,,20210325,20210410,16,C,352.063968
,47819,21018AJ,,,20210325,20210421,27,C,352.353308
,47820,21018AK,,,20210325,20210330,5,C,351.764791
,47821,21018AL,,,20210325,20210421,27,C,354.215299
,47822,21018AM,,,20210325,20210331,6,C,353.902436
,47823,21018AN,,,20210325,20210420,26,C,352.158409
,47824,21018AP,,,20210325,20210421,27,C,356.340576
,47825,21018AQ,,,20210325,20210420,26,C,352.488836
,47826,21018AR,,,20210325,20210420,26,C,352.520263
,47827,21018AS,,,20210325,20210512,48,C,353.353712
,47828,21018AT,,,20210325,20210330,5,C,351.909251
,47829,21018AU,,,20210325,20210330,5,C,352.715654
,47830,21018AV,,,20210325,20210330,5,C,353.238009
,47831,21018AW,,,20210325,20210521,57,C,352.057405
,47832,21018AX,,,20210325,20210421,27,C,353.942840
,47833,21018AY,,,20210325,20210421,27,C,355.752880
,47834,21018AZ,,,20210325,20210420,26,C,351.777089
,47835,21018BA,,,20210325,20210409,15,C,352.139575
,47836,21018BB,,,20210325,20210420,26,C,352.498387
,47837,21018BC,,,20210325,20210602,69,C,352.505378
,47838,21018BD,,,20210325,20210421,27,C,354.068738
,47839,21018BE,,,20210325,20210502,38,C,355.936168
,47839,21018BE,,,20210521,20211103,166,C,488.158819
,47840,21018BF,,,20210325,20210601,68,C,353.361223
,47841,21018BG,,,20210325,20210601,68,C,352.844053
,47842,21018BH,,,20210325,20210330,5,C,351.034794
,47843,21018BJ,,,20210325,20210410,16,C,352.413378
,47844,21018BK,,,20210325,20210421,27,C,353.769378
,47845,21018BL,,,20210325,20210421,27,C,355.560378
,47846,21018BM,,,20210325,20210421,27,C,354.839007
,47860,21021A,,,20210330,20210522,53,C,351.940025
,47861,21021B,,,20210329,20210624,87,C,352.585102
,47862,21021C,,,20210329,20210704,97,C,357.720353
,47863,21021D,,,20210329,20210612,75,C,354.368726
,47864,21021E,,,20210330,20210704,96,C,357.540291
,47865,21021F,,,20210329,20210613,76,C,356.958204
,47866,21021G,,,20210329,20210613,76,C,357.647800
,47867,21021H,,,20210329,20210704,97,C,357.108451
,47868,21021J,,,20210329,20211015,200,C,355.755418
,47869,21021K,,,20210329,20210703,96,C,351.879003
,47870,21021L,,,20210329,20210512,44,C,353.378906
,47871,21021M,,,20210329,20210704,97,C,356.271221
,47872,21021N,,,20210329,20210926,181,C,353.630386
,47872,21021N,,,20220324,20220406,13,G,478.007736
,47872,21021N,,,20220427,20220515,18,G,448.212630
,47872,21021N,,,20220520,20220813,85,G,441.857608
,47872,21021N,,,20221127,20230110,44,G,357.323395
,47873,21021P,,,20210329,20210702,95,C,351.425103
,47874,21021Q,,,20210329,20211006,191,C,359.821400
,47875,21021R,,,20210330,20210612,74,C,354.689974
,47876,21021S,,,20210329,20210612,75,C,353.159137
,47877,21021T,,,20210329,20210612,75,C,355.029362
,47878,21021U,,,20210329,20210613,76,C,354.501790
,47879,21021V,,,20210330,20210512,43,C,353.421214
,47880,21021W,,,20210329,20210522,54,C,353.200480
,47881,21021X,,,20210329,20210523,55,C,354.811082
,47882,21021Y,,,20210329,20210612,75,C,352.924563
,47883,21021Z,,,20210329,20210601,64,C,352.485827
,47884,21021AA,,,20210330,20210522,53,C,355.563110
,47885,21021AB,,,20210329,20210511,43,C,352.812247
,47886,21021AC,,,20210329,20210601,64,C,352.585707
,47887,21021AD,,,20210330,20210523,54,C,355.318543
,47888,21021AE,,,20210329,20210612,75,C,353.091688
,47889,21021AF,,,20210329,20210612,75,C,353.672706
,47890,21021AG,,,20210330,20210523,54,C,353.757029
,47890,21021AG,,,20211104,20211113,9,G,469.505643
,47890,21021AG,,,20220208,20220819,192,G,442.497773
,47890,21021AG,,,20221113,20230109,57,G,342.406184
,47891,21021AH,,,20210329,20210522,54,C,354.976710
,47892,21021AJ,,,20210329,20210523,55,C,354.438509
,47892,21021AJ,,,20220203,20220216,13,G,545.842049
,47892,21021AJ,,,20220304,20230110,312,G,516.547741
,47893,21021AK,,,20210402,20210419,17,C,347.218255
,47893,21021AK,,,20210420,20210520,30,C,351.416541
,47893,21021AK,,,20210609,20210701,22,G,302.209471
,47894,21021AL,,,20210329,20210613,76,C,355.458804
,47895,21021AM,,,20210330,20210613,75,C,357.007378
,47896,21021AN,,,20210330,20210512,43,C,352.818040
,47897,21021AP,,,20210329,20210613,76,C,356.327429
,47898,21021AQ,,,20210329,20210613,76,C,355.832867
,47899,21021AR,,,20210329,20210704,97,C,355.690579
,47900,21021AS,,,20210330,20210612,74,C,353.513583
,47901,21021AT,,,20210330,20210703,95,C,356.083784
,47902,21021AU,,,20210330,20210522,53,C,354.532911
,47903,21021AV,,,20210330,20210704,96,C,355.053836
,47904,21021AW,,,20210330,20210705,97,C,361.211655
,47905,21021AX,,,20210330,20210704,96,C,354.276888
,47906,21021AY,,,20210328,20210703,97,C,356.059745
,47906,21021AY,,,20210906,20211126,81,G,353.795018
,47906,21021AY,,,20211130,20230110,406,G,342.426343
,47906,21021AY,,,20230110,,已有数据中尚无法观测,G,
,47907,21021AZ,,,20210330,20210523,54,C,354.793621
,47908,21021BA,,,20210330,20210523,54,C,355.947752
,47909,21021BB,,,20210330,20210613,75,C,358.144572
,47910,21021BC,,,20210330,20210614,76,C,358.273333
,47911,21021BD,,,20210330,20210513,44,C,353.968197
,47912,21021BE,,,20210330,20210612,74,C,356.439991
,47913,21021BF,,,20210330,20210523,54,C,357.020394
,47914,21021BG,,,20210330,20210523,54,C,356.478994
,47915,21021BH,,,20210330,20210602,64,C,353.861187
,47916,21021BJ,,,20210330,20210703,95,C,356.092121
,47917,21021BK,,,20210330,20210613,75,C,354.004085
,47918,21021BL,,,20210330,20210613,75,C,354.902032
,47919,21021BM,,,20210330,20210522,53,C,355.066627
,47977,21024A,,,20210410,20210416,6,C,357.095037
,47977,21024A,,,20210512,20210614,33,C,469.345262
,47978,21024B,,,20210410,20210416,6,C,357.202653
,47979,21024C,,,20210410,20210824,136,C,357.393567
,47980,21024D,,,20210410,20211005,178,C,353.324775
,47981,21024E,,,20210410,20210416,6,C,356.789258
,47982,21024F,,,20210410,20210905,148,C,352.730997
,47983,21024G,,,20211206,20220108,33,G,299.196641
,47984,21024H,,,20210410,20211108,212,C,353.676913
,47984,21024H,,,20211221,20220103,13,G,286.305956
,47985,21024J,,,20210410,20210820,132,C,352.415622
,47986,21024K,,,20220207,20220224,17,G,289.416145
,47987,21024L,,,20211208,20211210,2,G,302.508610
,47988,21024M,,,20210410,20210604,55,C,354.551315
,47988,21024M,,,20220510,20220519,9,G,310.024716
,47988,21024M,,,20220615,20220807,53,G,309.379168
,47989,21024N,,,20210410,20211016,189,C,358.600493
,47990,21024P,,,20210410,20211016,189,C,353.112405
,47991,21024Q,,,20210410,20210913,156,C,352.900044
,47992,21024R,,,20210410,20210925,168,C,353.100907
,47993,21024S,,,20210410,20210705,86,C,354.681946
,47994,21024T,,,20210410,20210606,57,C,358.843252
,47995,21024U,,,20210410,20210815,127,C,352.455673
,47996,21024V,,,20210410,20211031,204,C,358.429521
,47996,21024V,,,20220507,20220613,37,G,550.090613
,47997,21024W,,,20210410,20210607,58,C,375.510659
,47998,21024X,,,20210410,20210726,107,C,358.361824
,47999,21024Y,,,20210410,20210925,168,C,356.280125
,47800,21018P,,,20210410,20211020,193,C,550.081151
,48001,21024AA,,,20210410,20211030,203,C,352.513375
,48001,21024AA,,,20211115,20211123,8,G,284.885236
,47802,21018R,,,20210410,20210913,156,C,550.020509
,47803,21018S,,,20210410,20210411,1,C,352.407748
,48004,21024AD,,,20210410,20210910,153,C,354.150053
,48004,21024AD,,,20210913,20210922,9,G,341.438541
,48004,21024AD,,,20210926,20211121,56,G,345.937328
,48004,21024AD,,,20211204,20220107,34,G,302.365561
,47805,21018U,,,20210410,20210617,68,C,459.823508
,48006,21024AF,,,20210410,20210924,167,C,347.757341
,48006,21024AF,,,20211107,20211123,16,G,284.414486
,48007,21024AG,,,20210410,20210908,151,C,352.471248
,48007,21024AG,,,20210913,20210923,10,G,344.982153
,48007,21024AG,,,20210927,20211119,53,G,352.328844
,48007,21024AG,,,20211205,20211207,2,G,302.922415
,48008,21024AH,,,20210410,20211022,195,C,362.737446
,48009,21024AJ,,,20210410,20210524,44,C,356.359275
,47810,21018Z,,,20210410,20210411,1,C,432.961991
,48011,21024AL,,,20210410,20210527,47,C,371.995230
,48012,21024AM,,,20210410,20210715,96,C,352.409123
,48012,21024AM,,,20220131,20220218,18,G,506.959113
,48012,21024AM,,,20220304,20220321,17,G,476.047009
,48012,21024AM,,,20220414,20220416,2,G,446.339606
,48013,21024AN,,,20210410,20210626,77,C,365.564643
,48014,21024AP,,,20210410,20210907,150,C,352.270659
,48015,21024AQ,,,20210410,20210911,154,C,350.849147
,48015,21024AQ,,,20210913,20210922,9,G,341.355669
,48015,21024AQ,,,20210925,20211122,58,G,343.478833
,48015,21024AQ,,,20211202,20220103,32,G,302.787695
,48016,21024AR,,,20210410,20211006,179,C,362.975572
,48017,21024AS,,,20210410,20210516,36,C,364.773030
,48017,21024AS,,,20211203,20220117,45,G,484.551987
,48017,21024AS,,,20220202,20220222,20,G,432.489659
,48017,21024AS,,,20220312,20220322,10,G,399.349117
,48018,21024AT,,,20210410,20210522,42,C,399.024344
,48019,21024AU,,,20210410,20210604,55,C,356.135856
,48020,21024AV,,,20210410,20210620,71,C,352.481191
,48021,21024AW,,,20210410,20210828,140,C,362.154740
,48022,21024AX,,,20210423,20210604,42,C,550.054514
,48023,21024AY,,,20210423,20210604,42,C,550.039832
,48024,21024AZ,,,20210423,20210915,145,C,342.373934
,48024,21024AZ,,,20210926,20211121,56,C,345.911886
,48024,21024AZ,,,20211217,20220106,20,G,302.509098
,48025,21024BA,,,20210423,20210910,140,C,352.635606
,48025,21024BA,,,20210928,20210928,0,C,352.769611
,48026,21024BB,,,20210410,20210414,4,C,352.424960
,48027,21024BC,,,20210410,20210419,9,C,352.576831
,48027,21024BC,,,20210504,20210618,45,C,401.696206
,48028,21024BD,,,20210410,20210827,139,C,352.445323
,48029,21024BE,,,20210423,20210524,31,C,549.977712
,48030,21024BF,,,20210410,20210414,4,C,352.580035
,48031,21024BG,,,20210423,20211126,217,C,352.490446
,48032,21024BH,,,20210423,20211123,214,C,349.082383
,48032,21024BH,,,20220103,20220104,1,G,281.857702
,48033,21024BJ,,,20210423,20210423,0,C,353.422792
,48034,21024BK,,,20210423,20210423,0,C,353.647029
,48035,21024BL,,,20210423,20211121,212,C,347.279163
,48035,21024BL,,,20211202,20220109,38,G,294.061321
,48036,21024BM,,,20210423,20210501,8,C,411.412802
,48092,21027A,,,20210421,20211012,174,C,357.596495
,48093,21027B,,,20210421,20210529,38,C,355.340830
,48094,21027C,,,20210421,20210508,17,C,352.120027
,48095,21027D,,,20210421,20210508,17,C,352.616435
,48096,21027E,,,20210421,20210508,17,C,357.517487
,48097,21027F,,,20210421,20210616,56,C,351.773873
,48098,21027G,,,20210421,20210531,40,C,365.029005
,48099,21027H,,,20210421,20210507,16,C,352.627728
,48100,21027J,,,20210421,20210602,42,C,352.385495
,48101,21027K,,,20210421,20210531,40,C,364.758654
,48102,21027L,,,20210421,20210531,40,C,352.413931
,48103,21027M,,,20210421,20210615,55,C,352.643765
,48104,21027N,,,20210421,20210610,50,C,360.502836
,48105,21027P,,,20210421,20210930,162,C,352.466192
,48106,21027Q,,,20210421,20210619,59,C,354.714929
,48107,21027R,,,20210421,20210619,59,C,356.997207
,48108,21027S,,,20210421,20210530,39,C,359.218786
,48109,21027T,,,20210421,20210508,17,C,354.454466
,48110,21027U,,,20210421,20210530,39,C,357.392146
,48111,21027V,,,20210421,20210528,37,C,356.119904
,48112,21027W,,,20210421,20210427,6,C,352.897089
,48113,21027X,,,20210421,20210507,16,C,352.840643
,48114,21027Y,,,20210421,20210519,28,C,356.658578
,48115,21027Z,,,20210421,20210528,37,C,355.997740
